,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1062,21,83,1,3.8,1,97,1,0,0,0,0
1063,30,39,3,1.4,1,131,0,0,0,0,1
1064,17,138,3,6.9,2,0,1,0,0,1,0
1065,1,113,3,2.5,1,0,0,0,0,0,1
1066,5,125,4,0.5,3,0,1,0,1,1,0
1067,24,195,1,1.7,1,0,0,0,0,0,0
1068,9,105,3,1.2,3,0,0,1,0,0,0
1069,18,75,2,3.5,1,0,1,0,0,1,0
1070,9,40,2,1.0,2,0,0,0,0,1,0
1071,14,61,3,0.5,3,137,0,0,0,1,0
1072,24,75,2,4.5,3,0,0,0,0,0,0
1073,8,122,1,0.0,1,0,0,0,0,1,1
1074,14,75,3,3.0,1,0,0,0,0,0,1
1075,15,59,4,0.2,3,0,0,0,0,0,0
1076,13,24,3,1.0,2,0,0,0,0,1,0
1077,3,175,3,3.3,3,329,1,0,0,1,0
1078,27,39,2,0.8,1,182,0,0,0,0,1
1079,30,145,2,6.8,1,0,0,1,0,0,0
1080,22,24,4,0.4,2,142,0,0,0,1,0
1081,28,20,3,0.1,2,0,0,0,0,0,0
1082,5,85,1,2.6,2,0,0,0,0,1,0
1083,3,65,3,2.6,3,0,0,1,0,0,0
1084,35,191,4,5.6,3,0,1,0,0,0,0
1085,26,11,2,0.0,1,0,0,1,0,0,0
1086,37,40,2,1.0,3,167,0,0,0,0,0
1087,13,54,3,0.7,2,196,0,0,0,0,0
1088,35,95,1,3.8,1,0,0,0,0,1,1
1089,29,94,4,1.0,2,0,0,0,0,1,0
1090,5,79,4,2.2,2,0,0,0,0,0,0
1091,17,48,3,0.3,3,0,0,0,0,1,1
1092,1,70,4,2.6,1,0,0,1,0,1,0
1093,3,40,3,0.1,2,111,0,0,0,1,0
1094,24,44,4,1.8,1,0,0,0,0,1,1
1095,25,43,1,1.4,3,137,0,0,0,1,0
1096,18,29,1,0.3,3,0,0,0,0,1,0
1097,24,188,3,1.3,1,184,1,0,0,0,1
1098,20,114,1,0.0,1,0,0,0,0,1,1
1099,6,52,3,0.7,2,0,0,0,0,1,0
1100,16,13,1,0.2,1,0,0,0,0,1,0
1101,17,95,3,0.5,3,0,0,0,0,0,0
1102,3,84,1,2.9,3,0,0,0,0,1,0
1103,14,49,1,1.8,1,0,0,0,0,0,0
1104,25,181,1,1.7,1,0,0,0,0,1,1
1105,10,182,1,0.3,2,229,1,0,1,1,1
1106,13,70,2,2.7,1,0,0,0,0,0,0
1107,21,79,3,1.1,1,185,0,0,0,1,1
1108,29,61,4,2.8,2,0,0,0,0,1,1
1109,41,121,2,2.1,1,0,0,0,0,1,0
1110,33,34,3,0.2,1,83,0,0,0,1,0
1111,28,183,1,1.0,1,442,0,0,0,0,0
1112,28,51,1,1.6,3,0,0,1,0,0,1
1113,2,70,3,0.3,3,0,0,0,0,0,1
1114,8,39,1,1.7,1,0,0,0,0,1,1
1115,24,84,3,2.0,2,0,0,0,0,0,0
1116,18,122,1,7.0,1,0,0,0,0,1,1
1117,18,145,1,1.7,1,132,0,0,0,1,1
1118,17,98,2,0.4,1,0,0,0,0,1,1
1119,16,79,1,1.0,3,233,0,0,0,1,0
1120,8,38,2,2.0,3,0,0,0,0,1,1
1121,6,49,3,0.7,2,196,0,0,0,0,1
1122,7,38,1,1.0,1,0,0,0,0,1,0
1123,20,91,4,2.6,3,0,0,0,0,0,0
1124,12,29,4,0.2,1,0,0,0,0,0,1
1125,13,172,2,6.5,1,0,0,0,0,0,0
1126,8,104,2,3.7,1,0,1,0,0,0,1
1127,9,58,1,2.5,1,0,0,0,0,1,1
1128,5,171,2,1.9,2,0,1,0,0,0,0
1129,4,73,3,3.3,1,0,1,0,1,1,1
1130,32,191,1,2.9,1,0,0,0,0,0,0
1131,27,90,2,4.5,3,0,0,0,0,1,0
1132,9,55,3,2.3,1,0,0,1,1,1,1
1133,4,28,1,2.0,2,0,0,0,0,0,0
1134,14,42,1,2.5,3,0,0,0,0,1,0
1135,33,9,1,0.1,2,91,0,1,0,1,0
1136,21,65,1,1.5,2,0,0,1,0,1,0
1137,26,134,4,4.5,3,0,1,1,1,1,0
1138,6,83,4,3.4,1,0,0,1,0,1,0
1139,28,38,3,1.0,2,0,0,0,0,1,0
1140,6,13,4,0.3,1,0,0,0,0,1,1
1141,7,143,3,2.9,3,0,1,0,0,1,0
1142,20,75,4,1.9,1,0,0,0,0,0,0
1143,7,120,1,3.2,3,0,1,0,0,1,0
1144,24,91,1,2.8,2,0,0,0,0,0,0
1145,6,99,2,1.5,3,0,0,0,0,0,1
1146,7,71,1,0.1,1,78,0,1,0,0,0
1147,13,111,1,0.8,2,0,0,0,0,0,0
1148,15,108,1,5.2,1,0,0,0,0,0,0
1149,32,158,1,7.4,1,0,0,0,0,0,0
1150,31,81,3,2.6666666666666665,1,0,0,0,0,1,0
1151,23,12,2,0.1,3,0,0,1,1,1,0
1152,37,21,2,0.4,1,0,0,0,0,1,0
1153,30,55,4,0.9,1,215,0,0,0,1,1
1154,35,42,1,1.8,3,0,0,0,0,1,0
1155,16,81,2,0.4,1,0,0,0,0,0,1
1156,25,13,4,0.2,1,87,0,0,0,0,0
1157,23,132,1,0.6,1,157,0,0,0,0,0
1158,16,99,1,1.0,3,0,0,0,0,1,0
1159,26,23,4,0.2,1,0,0,0,0,0,1
1160,1,40,1,2.0,2,0,0,1,0,1,0
1161,11,181,3,1.4,1,0,1,0,0,0,0
1162,14,112,2,2.2,1,394,0,0,0,0,0
1163,9,138,2,7.8,1,227,0,0,0,1,0
1164,17,94,3,3.8,2,327,1,1,1,1,0
1165,19,113,1,1.7,1,0,0,0,0,0,0
1166,5,112,4,5.0,2,0,1,0,0,0,1
1167,12,190,2,3.0,1,475,0,0,0,1,0
1168,37,38,1,1.1,3,0,0,0,0,1,0
1169,16,32,1,1.4,3,158,0,0,0,1,0
1170,10,104,3,0.6,2,0,0,0,0,0,1
1171,40,43,1,1.9,2,0,0,0,0,1,0
1172,24,45,3,1.7,2,0,0,1,0,1,0
1173,1,35,2,1.7,2,0,0,0,0,0,0
1174,10,42,4,1.2,2,0,0,0,0,1,1
1175,4,58,1,0.8,2,0,0,0,0,1,1
1176,3,103,4,3.4,1,0,1,0,0,1,0
1177,3,71,1,3.3,2,149,1,1,1,1,0
1178,7,14,1,0.4,2,98,0,0,0,1,0
1179,11,98,3,1.2,3,0,0,1,0,0,1
1180,17,90,1,0.1,2,0,0,0,0,0,1
1181,0,65,4,0.2,1,0,0,1,0,0,0
1182,2,19,4,0.4,1,0,0,0,0,1,1
1183,25,35,3,1.7,2,0,0,0,0,1,1
1184,9,71,4,1.3,1,0,0,0,0,1,0
1185,19,31,3,0.5,1,0,0,0,0,0,0
1186,38,43,4,1.2,2,0,0,0,0,1,0
1187,36,24,1,1.5,2,87,0,1,0,0,0
1188,19,58,2,0.4,3,0,0,1,0,0,1
1189,17,115,2,0.4,1,0,0,0,0,1,0
1190,15,168,2,8.0,1,152,0,1,0,0,0
1191,5,128,1,1.5,1,0,0,0,0,1,1
1192,20,138,1,7.0,1,0,0,0,0,0,1
1193,32,81,3,1.7,2,0,0,0,0,1,1
1194,3,41,4,1.3,3,0,0,0,0,1,0
1195,7,123,2,2.9,2,0,1,0,0,1,0
1196,13,71,2,2.7,1,94,0,0,0,1,0
1197,23,8,1,0.4,3,0,0,0,0,0,1
1198,14,42,2,0.7,1,101,0,0,0,1,0
1199,4,62,2,2.5,1,184,0,0,0,1,0
1200,12,22,4,1.0,1,91,0,1,0,1,0
1201,8,38,4,1.0,2,0,0,0,0,1,0
1202,11,24,4,0.4,2,0,0,0,0,0,0
1203,37,50,3,2.4,1,0,0,0,0,1,0
1204,1,190,4,1.3,2,197,1,0,0,1,0
1205,7,94,2,3.1,1,0,0,0,0,1,0
1206,37,165,4,5.1,3,0,1,0,0,0,0
1207,12,43,4,1.2,2,0,0,0,0,0,1
1208,26,48,1,1.6,2,0,0,0,0,0,1
1209,21,52,3,2.7,2,228,0,0,0,0,1
1210,24,84,4,4.9,1,0,0,0,0,1,0
1211,36,131,1,0.9,1,0,0,0,0,1,0
1212,8,44,4,0.2,1,0,0,0,0,0,0
1213,2,78,4,0.2,1,87,0,0,0,0,0
1214,36,15,4,0.4,2,0,0,0,0,0,0
1215,20,38,4,1.9,3,144,0,0,0,1,1
1216,25,84,1,1.3,3,0,0,1,0,1,0
1217,20,122,1,0.3,1,0,0,0,0,1,0
1218,36,98,2,2.8,1,0,0,0,0,0,0
1219,18,80,3,2.6666666666666665,2,0,0,0,0,0,0
1220,17,165,2,8.0,1,0,0,0,0,1,0
1221,5,121,2,3.3,1,0,0,0,0,0,1
1222,37,20,3,0.4,2,94,0,0,0,0,0
1223,19,11,1,0.2,1,91,0,0,0,0,0
1224,35,45,1,1.8,3,0,0,0,0,1,0
1225,6,118,2,2.8,2,0,1,0,0,0,0
1226,36,14,2,0.3,1,109,0,0,0,1,1
1227,13,30,3,0.2,2,0,0,0,0,0,0
1228,30,45,1,0.2,1,98,0,0,0,0,0
1229,32,80,3,2.6666666666666665,1,0,0,0,0,1,0
1230,1,25,4,0.3,2,0,0,0,0,1,1
1231,41,144,1,2.5,1,0,0,1,1,1,1
1232,19,84,4,0.2,3,297,0,0,0,1,0
1233,29,22,2,0.4,1,0,0,0,0,1,0
1234,18,33,3,1.5,1,0,0,0,0,1,1
1235,28,60,4,2.6,3,0,0,0,0,0,0
1236,6,81,4,2.2,2,116,0,0,0,1,0
1237,13,169,1,6.8,3,0,1,0,1,1,1
1238,2,63,2,1.6,3,0,0,0,0,1,0
1239,26,12,2,0.7,3,109,0,0,0,1,1
1240,27,15,4,0.8,1,101,0,0,0,0,0
1241,38,39,1,0.5,3,0,0,1,1,1,1
1242,4,44,4,2.0,2,0,0,0,0,1,0
1243,10,110,1,4.0,1,0,0,0,0,1,0
1244,8,130,3,6.3,2,99,1,0,0,0,1
1245,21,41,1,1.4,3,128,0,0,0,1,0
1246,22,59,1,1.4,3,241,0,0,0,1,0
1247,28,39,2,0.8,1,0,0,0,0,1,0
1248,19,35,4,0.0,2,0,0,0,0,1,0
1249,27,80,1,2.6,2,0,0,0,0,1,1
1250,20,81,1,2.6666666666666665,2,0,0,0,0,1,0
1251,13,31,2,0.8,3,0,0,0,0,0,0
1252,17,93,4,1.9,3,0,0,0,0,0,0
1253,33,45,4,1.5,1,204,0,0,0,1,0
1254,12,40,2,0.6,3,0,0,0,0,1,1
1255,1,80,2,1.6,3,185,0,0,0,1,1
1256,7,20,1,0.4,3,0,0,0,0,1,0
1257,37,41,1,0.5,3,0,0,0,0,0,1
1258,8,31,1,0.3,1,104,0,0,0,1,1
1259,27,35,4,0.2,2,0,0,0,0,1,0
1260,31,40,3,1.4,3,137,0,0,0,1,1
1261,39,84,1,1.8,3,0,0,0,0,0,0
1262,1,53,2,1.6,3,0,0,0,0,1,0
1263,5,85,4,4.0,3,0,0,0,0,1,0
1264,33,138,2,3.9,1,0,0,0,0,1,0
1265,2,71,2,1.75,3,108,0,0,0,0,0
1266,39,113,1,0.8,3,0,0,0,0,0,1
1267,23,23,2,1.0,2,0,0,1,0,0,0
1268,9,62,3,2.3,1,0,0,0,0,0,0
1269,11,14,4,0.2,3,100,0,0,0,1,1
1270,18,60,2,2.2,3,0,0,0,0,0,1
1271,4,94,3,0.8,1,236,0,0,0,1,0
1272,39,83,3,1.8,2,0,0,0,0,1,0
1273,35,130,3,6.3,3,437,1,0,1,1,1
1274,37,61,4,1.7,1,0,0,0,0,0,0
1275,2,92,2,3.1,1,178,0,0,0,1,0
1276,16,20,2,0.8,3,117,0,0,0,1,1
1277,20,194,2,8.8,1,428,0,0,0,0,0
1278,10,74,1,2.5,1,0,0,0,0,0,1
1279,22,84,2,0.4,3,145,0,0,0,0,0
1280,40,98,3,1.8,2,333,0,0,0,0,0
1281,15,52,3,2.3333333333333335,1,0,0,0,0,1,0
1282,26,55,1,1.3,2,236,0,0,0,0,1
1283,6,64,4,3.4,1,117,0,0,0,0,0
1284,40,128,1,2.5,1,162,0,0,0,1,0
1285,13,113,4,1.7,2,0,1,0,0,0,1
1286,3,50,3,1.1,2,0,0,0,0,0,1
1287,18,54,4,2.2,2,0,0,0,0,0,0
1288,38,129,1,0.9,1,366,0,0,0,1,0
1289,21,82,4,0.4,1,0,0,0,0,0,0
1290,38,100,4,1.7,2,0,0,0,0,1,0
1291,34,44,4,2.2,1,0,0,1,0,0,0
1292,30,164,4,0.5,2,234,1,0,1,1,1
1293,31,81,2,3.7,1,121,0,0,0,1,1
1294,10,71,1,0.1,1,257,0,0,0,1,1
1295,17,28,1,0.5,3,90,0,0,0,0,0
1296,6,80,3,1.5,1,219,0,0,0,1,0
1297,35,90,4,1.9,2,0,0,0,0,1,0
1298,14,74,1,3.6,2,0,0,0,0,1,1
1299,25,14,2,0.7,3,0,0,1,0,1,0
1300,36,23,2,0.5,2,103,0,0,0,1,0
1301,17,153,1,1.7,1,337,0,0,0,0,1
1302,16,38,3,0.9,3,0,0,0,0,0,0
1303,5,112,2,2.0,2,382,0,1,0,0,0
1304,26,145,1,8.1,1,397,0,0,0,0,1
1305,6,28,2,0.3,2,88,0,0,0,1,0
1306,9,31,4,1.1,3,0,0,0,0,1,1
1307,2,195,1,6.333333333333333,1,0,0,0,0,1,1
1308,24,50,3,2.0,3,0,0,0,0,1,1
1309,14,71,4,2.0,3,0,0,0,0,0,0
1310,36,21,3,0.3,3,0,0,0,0,0,0
1311,11,35,2,0.8,3,125,0,0,0,0,0
1312,21,42,1,2.4,1,0,0,0,0,1,1
1313,27,78,4,3.6,3,141,0,0,0,1,0
1314,6,73,4,2.2,2,0,0,0,0,0,0
1315,25,53,2,1.0,3,181,0,0,0,0,0
1316,3,51,2,1.6,3,123,0,0,0,0,0
1317,30,40,2,2.3,3,0,0,0,0,1,0
1318,26,178,1,1.0,1,0,0,0,0,0,0
1319,6,35,2,0.3,1,0,0,0,0,0,1
1320,7,192,1,0.0,2,0,1,0,0,1,0
1321,3,123,1,5.4,1,0,0,0,0,0,0
1322,5,48,2,1.6666666666666667,2,0,0,1,1,1,1
1323,26,45,3,0.6,2,0,0,0,0,0,0
1324,28,15,1,0.2,1,0,0,0,0,1,0
1325,24,79,1,0.3,1,120,0,0,0,1,0
1326,5,63,4,2.0,2,0,0,1,0,1,0
1327,35,30,2,0.2,3,0,0,0,0,1,0
1328,36,145,4,6.9,1,380,1,0,0,0,1
1329,4,32,3,1.0,2,0,0,0,0,0,0
1330,9,64,2,0.1,1,224,0,0,0,1,1
1331,7,84,1,0.1,1,0,0,0,0,1,0
1332,5,21,1,0.4,2,0,0,0,0,1,0
1333,38,99,4,1.7,2,0,0,0,0,1,0
1334,22,35,2,1.3,1,0,0,0,0,1,0
1335,24,180,1,1.7,1,0,0,0,0,1,1
1336,12,42,1,1.3333333333333333,1,0,0,0,0,1,0
1337,0,179,4,2.1,2,0,1,0,0,0,0
1338,27,42,4,0.1,3,0,0,0,0,0,0
1339,25,180,2,9.0,2,297,1,0,0,1,0
1340,11,82,4,3.4,1,0,0,0,0,0,0
1341,16,55,2,0.7,1,149,0,0,0,0,0
1342,12,79,2,2.2,1,0,0,0,0,1,0
1343,17,48,2,0.6,3,215,0,0,0,0,1
1344,25,93,1,2.7,1,0,0,1,0,1,0
1345,32,23,2,0.2,3,0,0,0,0,0,0
1346,20,50,3,2.3333333333333335,1,200,0,0,0,0,0
1347,34,85,2,2.0,1,0,0,0,0,1,0
1348,14,35,1,1.5,2,97,0,0,0,1,0
1349,2,171,3,6.0,2,0,1,0,0,1,0
1350,2,29,4,1.5,2,0,0,0,0,0,1
1351,35,84,1,1.8,3,0,0,0,0,1,1
1352,27,20,4,0.5,2,0,0,0,0,1,0
1353,25,14,1,0.4,3,0,0,0,0,1,1
1354,10,179,1,8.6,1,357,0,0,0,0,0
1355,37,48,1,0.8,1,158,0,0,0,1,0
1356,16,74,1,2.8,1,0,0,0,0,1,0
1357,29,53,1,1.4,1,0,0,0,0,0,0
1358,25,83,1,2.8,2,0,0,0,0,1,1
1359,40,171,2,2.1,1,433,0,0,0,0,0
1360,28,85,4,4.9,1,0,0,0,0,1,0
1361,26,38,4,0.9,2,0,0,0,0,1,0
1362,5,85,3,1.6,1,157,0,0,0,1,1
1363,8,79,1,0.1,1,0,0,0,0,0,0
1364,19,69,4,0.4,1,0,0,0,0,0,0
1365,35,43,3,0.9,3,0,0,0,0,1,1
1366,34,33,2,0.3,1,101,0,0,0,1,0
1367,38,42,3,0.1,3,149,0,0,0,0,1
1368,21,40,4,1.9,3,122,0,0,0,1,0
1369,33,43,1,1.8,3,0,0,0,0,0,0
1370,5,20,4,0.5,3,117,0,0,0,0,0
1371,32,65,3,2.5,1,222,0,0,0,1,0
1372,13,139,3,3.4,1,483,1,0,0,1,0
1373,35,135,3,0.3,3,0,1,0,0,1,0
1374,34,84,3,1.6,3,0,0,0,0,1,0
1375,26,179,1,2.9,3,0,1,0,0,0,1
1376,39,45,4,1.3,2,86,0,0,0,0,0
1377,3,109,2,2.5,1,0,0,0,0,1,0
1378,29,34,4,0.1,3,0,0,0,0,1,0
1379,37,162,1,1.3,1,0,0,0,0,1,0
1380,34,105,2,1.4,1,0,0,0,0,1,0
1381,12,22,3,0.2,2,0,0,0,0,1,0
1382,8,82,2,1.8,1,178,0,0,0,1,1
1383,41,105,4,1.7,2,230,0,1,0,1,0
1384,31,62,1,1.8,3,0,0,0,0,1,0
1385,31,82,2,2.0,1,83,0,0,0,0,1
1386,3,72,4,0.0,1,0,0,0,0,1,0
1387,10,38,4,1.7,1,0,0,0,0,1,1
1388,28,25,4,1.0,1,0,0,0,0,0,0
1389,15,20,1,0.75,3,0,0,0,0,1,0
1390,3,80,4,1.8,2,0,0,0,0,1,1
1391,18,84,3,1.1,1,0,0,0,0,0,0
1392,23,33,1,1.0,1,0,0,0,0,1,1
1393,37,55,3,0.9,3,0,0,0,0,1,0
1394,27,33,2,0.7,2,0,0,0,0,0,1
1395,23,190,4,0.3,3,305,1,0,0,0,0
1396,18,43,1,0.3,3,158,0,0,0,0,0
1397,41,45,3,0.1,3,0,0,0,0,1,0
1398,18,141,1,3.5,1,0,0,0,0,0,0
1399,16,69,4,2.4,1,0,0,0,0,1,0
1400,8,78,4,0.1,2,0,0,0,0,1,0
1401,15,84,1,3.7,3,0,0,0,0,1,0
1402,29,172,1,5.2,2,0,1,0,0,0,0
1403,6,51,4,0.2,1,154,0,1,0,0,1
1404,28,75,1,1.4,3,0,0,0,0,1,0
1405,22,183,1,3.1,2,0,1,0,1,1,1
1406,23,20,4,0.4,3,0,0,0,0,1,1
1407,39,101,2,3.9,3,294,1,0,0,1,0
1408,14,129,1,5.9,3,0,1,0,0,1,0
1409,17,63,2,3.2,1,0,0,0,0,0,0
1410,35,44,4,2.1,1,0,0,0,0,0,0
1411,39,184,1,5.4,3,176,1,0,1,1,1
1412,33,100,2,2.0,1,127,0,0,0,0,0
1413,24,12,3,0.4,1,0,0,0,0,0,0
1414,33,68,2,2.3,3,128,0,1,0,1,0
1415,8,48,1,1.0,1,212,0,0,0,1,0
1416,15,82,2,0.4,1,0,0,0,0,0,0
1417,18,52,2,2.5,1,0,0,0,0,0,0
1418,41,154,2,4.6,2,0,1,1,1,1,1
1419,4,39,1,1.5,1,0,0,0,0,0,1
1420,4,40,1,0.3,1,0,0,0,1,1,1
1421,17,54,4,1.9,3,164,0,0,0,0,0
1422,8,32,2,1.0,2,103,0,0,1,1,1
1423,30,64,2,2.3,3,0,0,0,0,0,0
1424,3,92,2,1.3,1,287,0,0,0,1,0
1425,38,40,1,2.5,3,94,0,0,0,1,1
1426,11,60,3,0.5,3,0,0,0,0,1,0
1427,5,85,2,1.3,1,119,0,0,0,1,1
1428,2,21,4,0.4,1,90,0,0,0,1,0
1429,5,35,1,0.6,3,171,0,0,0,0,0
1430,7,52,2,0.1,1,0,0,0,0,1,0
1431,34,128,1,7.4,1,0,0,0,0,0,0
1432,2,195,1,6.333333333333333,1,0,0,0,0,0,0
1433,25,68,2,1.5,2,117,0,0,0,0,1
1434,41,55,2,1.1,1,0,0,0,0,0,0
1435,17,55,1,0.2,1,0,0,0,0,1,0
1436,21,80,4,0.4,1,0,0,0,0,1,1
1437,3,123,1,0.8,1,146,0,0,0,0,0
1438,37,90,4,1.9,2,106,0,1,0,1,0
1439,29,61,1,1.4,3,0,0,0,0,0,0
1440,15,41,3,2.5,2,0,0,0,0,1,0
1441,33,43,2,1.6,3,0,0,0,0,1,0
1442,13,71,3,0.1,1,162,0,1,0,1,0
1443,12,25,4,1.0,1,0,0,0,0,1,0
1444,33,154,1,3.0,2,0,1,1,1,1,0
1445,21,141,1,2.4,1,0,0,0,0,0,0
1446,4,22,2,0.9,3,110,0,0,0,0,0
1447,28,145,2,6.8,1,0,0,0,0,1,0
1448,16,49,3,0.5,3,0,0,0,0,1,0
1449,37,109,1,2.0,1,0,0,0,0,1,0
1450,34,80,3,0.5,1,0,0,0,0,1,1
1451,20,82,4,1.4,2,201,0,0,0,1,1
1452,28,52,4,2.5,1,0,0,0,0,1,0
1453,5,85,3,2.5,1,0,0,0,0,1,1
1454,25,148,1,1.0,1,0,0,0,0,0,0
1455,39,160,2,2.1,1,0,0,0,0,0,1
1456,11,39,4,1.7,1,0,0,0,0,1,0
1457,16,25,2,0.8,3,0,0,0,0,0,1
1458,25,33,1,1.4,3,0,0,0,0,1,1
1459,20,38,3,2.5,2,0,0,0,0,0,0
1460,16,85,4,0.2,3,0,0,0,0,1,1
1461,28,48,1,0.2,1,0,0,0,0,1,0
1462,21,15,4,0.6,3,77,0,0,0,1,0
1463,10,94,1,0.0,1,174,0,0,0,1,0
1464,4,120,2,0.6,1,0,0,0,0,1,0
1465,19,60,1,0.7,3,159,0,0,0,1,0
1466,9,145,2,4.333333333333333,1,277,0,0,0,0,1
1467,36,29,2,0.7,3,0,0,0,0,0,0
1468,18,78,3,2.6666666666666665,2,0,0,0,0,1,0
1469,35,59,4,1.2,2,0,0,0,0,1,0
1470,28,80,2,4.5,3,0,0,0,0,0,1
1471,26,180,1,1.0,1,0,0,0,0,1,1
1472,8,8,3,0.1,2,83,0,0,0,1,0
1473,35,23,1,1.5,3,0,0,0,0,1,0
1474,23,79,2,3.8,3,0,0,0,0,1,0
1475,19,78,2,3.8,3,268,0,0,0,0,0
1476,37,64,1,0.0,2,0,0,0,0,0,1
1477,14,64,4,0.2,3,0,0,0,0,1,1
1478,39,160,4,3.8,1,237,1,0,0,1,0
1479,4,43,1,1.0,3,102,0,0,0,0,0
1480,42,32,1,1.1,3,0,0,0,0,0,1
1481,9,179,2,0.0,1,76,0,1,0,1,0
1482,35,8,1,0.1,1,0,0,0,0,1,0
1483,32,63,1,1.6,1,0,0,1,0,1,0
1484,30,40,2,2.3,3,0,0,1,0,1,0
1485,9,99,4,2.2,2,155,0,0,0,1,0
1486,9,141,2,4.5,2,0,1,0,0,0,0
1487,4,159,1,1.5,1,0,0,0,0,1,1
1488,12,39,2,0.3,1,174,0,0,0,1,0
1489,38,99,4,1.7,2,0,0,0,0,0,0
1490,4,18,4,0.3,2,0,0,0,0,1,1
1491,12,38,2,0.3,1,0,0,0,0,1,1
1492,8,133,1,0.0,1,0,0,0,0,1,0
1493,34,84,2,2.8,1,0,0,0,0,1,1
1494,35,60,1,0.0,2,0,0,0,0,1,1
1495,28,178,3,5.4,3,147,1,0,0,1,0
1496,12,18,1,0.5,3,0,0,0,0,0,1
1497,21,73,1,0.8,3,0,0,0,0,1,0
1498,23,125,1,7.3,1,0,0,0,0,0,0
1499,26,91,1,4.3,2,0,1,0,1,1,1
1500,28,74,2,1.1,1,0,0,0,0,1,0
1501,4,35,2,0.3,2,0,0,1,0,0,1
1502,39,113,1,2.0,1,0,0,0,0,1,1
1503,8,52,4,2.2,2,0,0,0,0,0,0
1504,6,191,2,4.4,2,0,1,0,0,1,0
1505,25,18,1,0.3,3,93,0,0,0,0,1
1506,27,25,2,0.0,1,0,0,0,0,1,1
1507,18,50,4,1.9,3,0,0,0,0,0,0
1508,10,75,4,0.7,3,0,0,0,0,1,1
1509,26,92,2,4.5,3,0,0,1,0,0,1
1510,32,33,2,2.0,2,0,0,0,0,1,0
1511,32,65,3,2.2,3,0,0,0,0,0,0
1512,28,44,3,1.7,1,0,0,0,0,0,0
1513,21,183,2,1.4,1,354,0,0,0,0,0
1514,20,175,2,1.4,1,0,0,0,0,1,1
1515,28,28,4,1.5,3,0,0,0,0,1,1
1516,17,49,4,2.2,2,0,0,0,0,0,0
1517,26,45,4,1.8,1,0,0,0,0,1,0
1518,17,64,4,3.0,3,221,1,0,0,1,0
1519,38,22,3,0.1,3,90,0,0,0,1,0
1520,30,120,1,7.4,1,119,0,0,0,1,1
1521,8,175,2,6.7,1,102,0,0,0,1,0
1522,2,101,4,2.3,3,256,0,0,0,0,1
1523,16,104,1,1.0,3,0,0,0,0,1,0
1524,16,155,4,0.1,3,0,1,0,1,1,1
1525,18,58,1,2.4,1,0,0,0,0,0,0
1526,10,80,4,2.2,2,0,0,0,0,1,0
1527,33,45,1,1.8,3,195,0,0,0,0,0
1528,9,134,1,4.6,1,164,0,1,0,1,0
1529,14,58,4,2.0,3,153,0,1,0,0,0
1530,21,20,1,0.2,1,0,0,0,0,1,1
1531,13,25,4,1.5,3,0,0,0,0,1,0
1532,20,55,1,0.3,1,0,0,0,0,1,1
1533,37,155,1,1.3,1,0,0,0,0,0,0
1534,34,30,1,1.3,1,0,0,0,0,1,1
1535,37,39,4,0.4,1,0,0,0,0,1,1
1536,12,73,4,2.0,3,188,0,0,0,1,0
1537,34,41,4,1.3,1,0,0,0,0,1,0
1538,30,34,4,0.1,3,157,0,0,0,1,0
1539,5,21,3,0.9,3,119,0,0,0,0,0
1540,8,11,4,0.3,1,0,0,1,1,1,1
1541,35,154,2,6.9,1,0,0,0,0,0,0
1542,20,19,4,0.4,3,0,0,0,0,0,0
1543,26,101,2,2.4,2,0,0,0,0,1,0
1544,15,24,1,1.0,1,116,0,0,0,1,1
1545,29,131,2,2.7,1,0,0,1,0,0,0
1546,9,105,1,4.0,1,0,0,0,0,1,0
1547,21,52,1,1.2,2,194,0,0,0,0,0
1548,32,21,4,0.9,2,113,0,1,0,0,0
1549,31,45,3,1.4,1,198,0,0,0,1,0
1550,14,39,1,2.0,1,0,0,0,0,1,0
1551,25,192,2,2.8,1,238,0,0,0,0,1
1552,5,195,1,4.3,1,0,0,0,0,0,0
1553,22,83,3,0.7,1,0,0,0,0,0,0
1554,15,34,3,1.0,2,0,0,1,0,1,0
1555,33,49,4,1.7,2,104,0,0,0,1,0
1556,1,60,4,4.0,3,244,0,0,0,0,0
1557,25,41,4,1.8,1,0,0,0,0,0,0
1558,10,72,3,2.3,1,285,0,0,0,0,0
1559,35,102,4,3.0,2,115,1,0,0,1,0
1560,10,31,3,1.3,1,0,0,0,0,0,0
1561,20,73,1,1.5,2,128,0,0,0,1,0
1562,9,89,1,0.0,1,0,0,0,0,1,0
1563,29,19,4,0.7,3,121,0,1,0,0,1
1564,40,63,4,1.2,2,0,0,0,0,1,0
1565,9,104,3,1.2,3,0,0,0,0,1,0
1566,35,40,1,0.8,2,128,0,0,0,1,0
1567,39,92,2,0.0,3,0,0,0,0,1,0
1568,33,72,2,0.7,2,226,0,0,0,0,0
1569,27,44,3,1.9,2,141,0,0,0,0,0
1570,16,114,4,3.5,1,0,1,0,0,0,1
1571,13,73,4,2.4,1,0,0,0,0,0,0
1572,40,63,4,1.2,2,0,0,1,0,0,1
1573,20,69,1,0.8,3,184,0,0,1,1,1
1574,37,42,3,1.5,1,0,0,0,0,1,0
1575,26,88,1,2.7,1,0,0,0,0,1,0
